     0.325     0.000     0.300     0.825     0.250     0.000     0.000     0.325     0.852     0.148     0.000     0.000     1.000
     0.405     0.000     0.286     0.786     0.333     0.000     0.048     0.167     0.005     0.995     0.000     0.000     2.000
     0.300     0.000     0.200     0.800     0.350     0.000     0.000     0.250     0.031     0.969     0.000     0.000     2.000
     0.000     1.000     0.000     0.000     0.000     1.000     0.000     0.500     0.000     0.000     0.000     1.000     4.000
     0.000     1.000     0.000     0.000     0.000     1.000     0.000     0.200     0.000     0.000     0.000     1.000     4.000
     0.000     0.800     0.000     0.000     0.000     1.000     0.000     0.200     0.000     0.000     0.000     1.000     4.000
     0.000     0.700     0.000     0.000     0.000     1.000     0.000     0.300     0.000     0.000     0.000     1.000     4.000
     0.000     0.600     0.000     0.100     0.000     0.800     0.000     0.500     0.000     0.000     0.000     1.000     4.000
     0.000     0.900     0.000     0.000     0.000     1.000     0.000     0.400     0.000     0.000     0.000     1.000     4.000
     0.000     0.700     0.000     0.000     0.000     1.000     0.000     0.500     0.000     0.000     0.000     1.000     4.000
     0.000     0.900     0.000     0.000     0.000     1.000     0.000     0.700     0.000     0.000     0.000     1.000     4.000
     0.000     1.000     0.000     0.000     0.000     1.000     0.000     0.500     0.000     0.000     0.000     1.000     4.000
     0.000     0.800     0.000     0.000     0.000     1.000     0.000     0.600     0.000     0.000     0.000     1.000     4.000
     0.000     0.300     0.000     0.000     0.000     1.000     0.000     0.200     0.000     0.000     0.000     1.000     4.000
     0.000     0.800     0.000     0.000     0.000     1.000     0.000     0.500     0.000     0.000     0.000     1.000     4.000
     0.000     0.900     0.000     0.000     0.000     1.000     0.000     0.600     0.000     0.000     0.000     1.000     4.000
     0.000     0.900     0.000     0.000     0.000     1.000     0.000     0.600     0.000     0.000     0.000     1.000     4.000
     0.000     0.200     0.000     0.000     0.000     1.000     0.000     0.900     0.000     0.000     0.000     1.000     4.000
     0.000     1.000     0.000     0.000     0.000     1.000     0.000     0.400     0.000     0.000     0.000     1.000     4.000
     0.000     0.900     0.000     0.000     0.000     1.000     0.000     0.700     0.000     0.000     0.000     1.000     4.000
     0.000     0.900     0.000     0.000     0.000     1.000     0.000     0.500     0.000     0.000     0.000     1.000     4.000
     0.000     1.000     0.000     0.000     0.000     1.000     0.000     0.700     0.000     0.000     0.000     1.000     4.000
     0.700     0.000     0.200     0.900     0.400     0.000     0.000     0.100     0.000     1.000     0.000     0.000     2.000
     0.000     0.000     0.029     0.824     0.000     0.000     0.000     0.029     1.000     0.000     0.000     0.000     1.000
     0.000     0.000     0.029     0.971     0.000     0.000     0.000     0.029     1.000     0.000     0.000     0.000     1.000
     0.000     0.000     0.025     0.950     0.000     0.000     0.000     0.025     1.000     0.000     0.000     0.000     1.000
     0.225     0.000     0.250     0.700     0.200     0.000     0.000     0.000     0.999     0.001     0.000     0.000     1.000
     0.125     0.000     0.200     0.900     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000
     0.440     0.170     0.020     0.460     0.330     0.140     0.000     0.020     0.000     1.000     0.000     0.000     2.000
     0.340     0.340     0.090     0.250     0.200     0.360     0.000     0.040     0.265     0.734     0.000     0.001     2.000
     0.330     0.240     0.160     0.350     0.280     0.310     0.000     0.090     0.015     0.985     0.000     0.000     2.000
     0.091     0.000     0.227     0.909     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000
     0.280     0.000     0.160     0.840     0.200     0.000     0.000     0.160     0.997     0.003     0.000     0.000     1.000
     0.174     0.043     0.217     0.957     0.087     0.000     0.000     0.087     1.000     0.000     0.000     0.000     1.000
     0.080     0.000     0.280     0.960     0.040     0.000     0.000     0.040     1.000     0.000     0.000     0.000     1.000
     0.208     0.000     0.167     0.958     0.042     0.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000
     0.250     0.000     0.333     0.792     0.125     0.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000
     0.238     0.000     0.143     0.952     0.190     0.000     0.048     0.048     1.000     0.000     0.000     0.000     1.000
     0.273     0.000     0.227     0.955     0.182     0.000     0.000     0.045     1.000     0.000     0.000     0.000     1.000
     0.120     0.040     0.360     1.000     0.120     0.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000
     0.040     0.000     0.080     1.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000
     0.435     0.043     0.348     1.000     0.435     0.000     0.130     0.391     0.000     1.000     0.000     0.000     2.000
     0.455     0.364     0.773     1.000     0.318     0.000     0.000     0.455     0.003     0.997     0.000     0.000     2.000
     0.519     0.259     0.741     0.370     0.296     0.000     0.148     0.037     0.000     1.000     0.000     0.000     2.000
     0.400     0.320     0.560     1.000     0.320     0.000     0.000     0.120     0.013     0.987     0.000     0.000     2.000
     0.160     0.000     0.480     0.880     0.120     0.000     0.000     0.120     1.000     0.000     0.000     0.000     1.000
     0.217     0.435     0.826     1.000     0.043     0.000     0.087     0.000     1.000     0.000     0.000     0.000     1.000
     0.227     0.227     0.318     0.545     0.227     0.000     0.000     0.045     0.953     0.047     0.000     0.000     1.000
     0.192     0.115     0.423     0.500     0.077     0.000     0.000     0.154     1.000     0.000     0.000     0.000     1.000
     0.308     0.269     0.385     0.808     0.154     0.000     0.115     0.077     0.998     0.002     0.000     0.000     1.000
     0.182     0.091     0.227     0.682     0.182     0.000     0.045     0.091     1.000     0.000     0.000     0.000     1.000
     0.440     0.240     0.680     0.920     0.200     0.000     0.080     0.080     0.792     0.208     0.000     0.000     1.000
     0.423     0.269     0.231     0.654     0.231     0.000     0.115     0.192     0.115     0.885     0.000     0.000     2.000
     0.000     0.000     0.429     0.952     0.000     0.000     0.000     0.238     1.000     0.000     0.000     0.000     1.000
     0.000     0.000     0.273     0.955     0.000     0.000     0.000     0.136     1.000     0.000     0.000     0.000     1.000
     0.000     0.000     0.583     1.000     0.000     0.000     0.000     0.083     1.000     0.000     0.000     0.000     1.000
     0.000     0.000     0.364     1.000     0.000     0.000     0.000     0.045     1.000     0.000     0.000     0.000     1.000
     0.000     0.000     0.476     1.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000
     0.000     0.633     0.800     0.067     0.000     1.000     1.000     0.667     0.000     0.000     1.000     0.000     3.000
     0.000     0.675     0.050     0.000     0.000     0.850     0.000     0.000     0.000     0.000     0.000     1.000     4.000
     0.000     0.919     0.000     0.081     0.000     0.919     0.000     0.000     0.000     0.000     0.000     1.000     4.000
     0.000     0.887     0.038     0.113     0.000     0.906     0.019     0.019     0.000     0.000     0.000     1.000     4.000
     0.167     0.000     0.100     0.633     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000
     0.067     0.000     0.067     0.967     0.000     0.000     0.000     0.033     1.000     0.000     0.000     0.000     1.000
     0.200     0.000     0.117     1.000     0.000     0.000     0.000     0.200     1.000     0.000     0.000     0.000     1.000
     0.000     0.000     0.085     0.814     0.000     0.000     0.000     0.068     1.000     0.000     0.000     0.000     1.000
     0.233     0.000     0.100     0.700     0.133     0.000     0.000     0.233     1.000     0.000     0.000     0.000     1.000
     0.800     0.000     0.200     0.300     0.400     0.000     0.000     0.167     0.000     1.000     0.000     0.000     2.000
     1.000     0.000     0.333     0.000     0.533     0.000     0.000     0.200     0.000     1.000     0.000     0.000     2.000
     0.371     0.029     0.200     0.857     0.143     0.000     0.000     0.143     0.999     0.001     0.000     0.000     1.000
     0.400     0.029     0.386     0.686     0.114     0.000     0.000     0.214     0.999     0.001     0.000     0.000     1.000
     0.186     0.057     0.257     0.871     0.143     0.000     0.000     0.186     1.000     0.000     0.000     0.000     1.000
     0.485     0.030     0.394     0.636     0.303     0.000     0.000     0.182     0.001     0.999     0.000     0.000     2.000
     0.206     0.000     0.500     0.471     0.118     0.000     0.059     0.177     1.000     0.000     0.000     0.000     1.000
     0.279     0.000     0.588     0.809     0.103     0.000     0.059     0.162     1.000     0.000     0.000     0.000     1.000
     0.314     0.086     0.229     0.629     0.143     0.000     0.000     0.400     0.998     0.002     0.000     0.000     1.000
     0.257     0.000     0.200     0.771     0.143     0.000     0.000     0.057     1.000     0.000     0.000     0.000     1.000
     0.257     0.000     0.057     0.829     0.086     0.000     0.000     0.114     1.000     0.000     0.000     0.000     1.000
     0.400     0.000     0.229     0.743     0.114     0.000     0.000     0.286     0.999     0.001     0.000     0.000     1.000
     0.182     0.030     0.394     0.909     0.030     0.000     0.061     0.242     1.000     0.000     0.000     0.000     1.000
     0.200     0.086     0.743     0.686     0.143     0.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000
     0.000     0.057     0.771     0.686     0.000     0.000     0.229     0.000     1.000     0.000     0.000     0.000     1.000
     0.088     0.000     0.735     0.206     0.088     0.000     0.029     0.206     1.000     0.000     0.000     0.000     1.000
     0.286     0.200     0.743     0.714     0.200     0.000     0.057     0.057     0.988     0.012     0.000     0.000     1.000
     0.257     0.000     0.629     0.857     0.229     0.000     0.057     0.000     0.995     0.005     0.000     0.000     1.000
     0.171     0.257     0.400     0.400     0.171     0.286     0.000     0.000     0.999     0.001     0.000     0.000     1.000
     0.200     0.000     0.333     0.800     0.100     0.000     0.000     0.100     1.000     0.000     0.000     0.000     1.000
     0.257     0.000     0.543     0.486     0.143     0.000     0.114     0.000     1.000     0.000     0.000     0.000     1.000
     0.057     0.000     0.543     0.943     0.057     0.000     0.257     0.114     1.000     0.000     0.000     0.000     1.000
     0.200     0.000     0.429     0.857     0.114     0.000     0.143     0.000     1.000     0.000     0.000     0.000     1.000
     0.086     0.000     0.314     0.857     0.086     0.000     0.057     0.000     1.000     0.000     0.000     0.000     1.000
     0.263     0.000     0.105     0.842     0.000     0.000     0.000     0.026     1.000     0.000     0.000     0.000     1.000
     0.132     0.000     0.237     0.842     0.026     0.000     0.000     0.211     1.000     0.000     0.000     0.000     1.000
     0.057     0.000     0.686     1.000     0.000     0.000     0.000     0.200     1.000     0.000     0.000     0.000     1.000
     0.368     0.000     0.211     0.947     0.026     0.000     0.000     0.105     1.000     0.000     0.000     0.000     1.000
     0.556     0.000     0.083     0.944     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000
     0.152     0.000     0.061     0.849     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000
     0.000     0.333     0.000     0.933     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000
     0.000     0.560     0.280     0.760     0.000     0.040     0.000     0.440     1.000     0.000     0.000     0.000     1.000
     0.000     0.560     0.360     0.840     0.000     0.040     0.000     0.440     1.000     0.000     0.000     0.000     1.000
     0.105     0.000     0.526     0.947     0.026     0.000     0.000     0.053     1.000     0.000     0.000     0.000     1.000
     0.091     0.000     0.273     1.000     0.000     0.000     0.000     0.061     1.000     0.000     0.000     0.000     1.000
     0.152     0.000     0.212     0.970     0.091     0.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000
     0.519     0.481     0.185     0.481     0.519     0.000     0.000     0.000     0.000     1.000     0.000     0.000     2.000
     0.231     0.269     0.308     0.577     0.154     0.000     0.077     0.077     0.999     0.001     0.000     0.000     1.000
     0.667     0.500     0.042     0.250     0.542     0.000     0.000     0.042     0.000     1.000     0.000     0.000     2.000
     0.464     0.250     0.357     0.429     0.357     0.000     0.000     0.036     0.000     1.000     0.000     0.000     2.000
     0.357     0.179     0.357     0.429     0.357     0.000     0.000     0.179     0.000     1.000     0.000     0.000     2.000
     0.423     0.385     0.385     0.231     0.423     0.000     0.000     0.308     0.000     1.000     0.000     0.000     2.000
     0.000     0.156     0.578     0.400     0.000     0.000     0.156     0.133     1.000     0.000     0.000     0.000     1.000
     0.140     0.256     0.744     0.581     0.070     0.000     0.233     0.140     1.000     0.000     0.000     0.000     1.000
     0.000     0.100     0.600     0.850     0.000     0.000     0.175     0.050     1.000     0.000     0.000     0.000     1.000
     0.318     0.091     0.364     0.455     0.318     0.000     0.000     0.045     0.011     0.989     0.000     0.000     2.000
     0.480     0.280     0.360     0.440     0.440     0.000     0.040     0.040     0.000     1.000     0.000     0.000     2.000
     0.560     0.480     0.320     0.520     0.480     0.000     0.120     0.080     0.000     1.000     0.000     0.000     2.000
     0.324     0.405     0.865     0.297     0.162     0.000     0.108     0.054     0.888     0.112     0.000     0.000     1.000
     0.368     0.447     0.526     0.447     0.368     0.000     0.105     0.000     0.000     1.000     0.000     0.000     2.000
     0.324     0.216     0.595     0.595     0.270     0.000     0.000     0.054     0.178     0.822     0.000     0.000     2.000
     0.100     0.000     0.875     0.125     0.075     0.000     0.325     0.350     0.989     0.000     0.011     0.000     1.000
     0.206     0.029     0.765     0.559     0.206     0.000     0.059     0.118     0.997     0.003     0.000     0.000     1.000
     0.231     0.000     0.795     0.538     0.205     0.000     0.051     0.128     0.995     0.005     0.000     0.000     1.000
     0.000     0.471     0.882     0.000     0.000     0.500     0.059     0.059     0.000     0.000     0.000     1.000     4.000
     0.000     0.475     0.900     0.250     0.000     0.525     0.000     0.375     0.000     0.000     0.000     1.000     4.000
     0.000     0.500     0.950     0.100     0.000     0.250     0.250     0.375     0.010     0.000     0.152     0.838     4.000
     0.054     0.027     0.243     0.622     0.000     0.000     0.054     0.162     1.000     0.000     0.000     0.000     1.000
     0.116     0.070     0.279     0.930     0.000     0.000     0.000     0.186     1.000     0.000     0.000     0.000     1.000
     0.000     0.366     0.146     0.317     0.000     0.317     0.049     0.098     0.780     0.000     0.000     0.220     1.000
     0.000     0.271     0.458     0.475     0.000     0.000     0.305     0.000     0.996     0.000     0.004     0.000     1.000
     0.000     0.737     0.789     0.211     0.000     0.000     0.737     0.018     0.000     0.000     1.000     0.000     3.000
     0.016     0.270     0.683     0.603     0.000     0.000     0.286     0.000     1.000     0.000     0.000     0.000     1.000
     0.026     0.447     0.763     0.158     0.000     0.000     0.447     0.053     0.000     0.000     1.000     0.000     3.000
     0.000     0.590     0.821     0.256     0.000     0.000     0.590     0.077     0.000     0.000     1.000     0.000     3.000
     0.119     0.356     0.797     0.153     0.034     0.000     0.339     0.051     0.184     0.000     0.816     0.000     3.000
     0.000     0.868     0.925     0.075     0.000     0.000     0.849     0.019     0.000     0.000     1.000     0.000     3.000
     0.000     0.558     0.827     0.135     0.000     0.000     0.615     0.019     0.000     0.000     1.000     0.000     3.000
     0.000     0.673     0.846     0.173     0.000     0.000     0.673     0.096     0.000     0.000     1.000     0.000     3.000
     0.000     0.686     0.843     0.098     0.000     0.000     0.706     0.000     0.000     0.000     1.000     0.000     3.000
     0.000     0.884     1.000     0.023     0.000     0.000     0.907     0.023     0.000     0.000     1.000     0.000     3.000
     0.000     0.867     1.000     0.022     0.000     0.000     0.911     0.022     0.000     0.000     1.000     0.000     3.000
     0.145     0.600     0.509     0.236     0.145     0.000     0.473     0.000     0.000     0.000     1.000     0.000     3.000
     0.000     0.412     0.549     0.255     0.000     0.000     0.412     0.098     0.003     0.000     0.997     0.000     3.000
     0.056     0.593     0.537     0.333     0.000     0.000     0.556     0.019     0.000     0.000     1.000     0.000     3.000
     0.000     1.000     1.000     0.043     0.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     4.000
     0.000     1.000     1.000     0.037     0.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     4.000
     0.000     1.000     1.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     4.000
     0.000     0.567     0.767     0.233     0.000     0.567     0.000     0.100     0.000     0.000     0.000     1.000     4.000
     0.000     0.308     0.641     0.205     0.000     0.000     0.487     0.103     0.000     0.000     1.000     0.000     3.000
     0.000     0.756     0.854     0.171     0.000     0.000     0.780     0.024     0.000     0.000     1.000     0.000     3.000
     0.000     0.917     0.972     0.028     0.000     0.694     0.250     0.083     0.000     0.000     0.000     1.000     4.000
     0.053     0.237     0.789     0.263     0.000     0.237     0.105     0.211     0.996     0.000     0.000     0.004     1.000
     0.079     0.395     0.711     0.289     0.053     0.395     0.000     0.316     0.121     0.000     0.000     0.879     4.000
     0.333     0.000     0.444     0.389     0.333     0.000     0.278     0.111     0.003     0.997     0.000     0.000     2.000
     0.192     0.000     0.192     0.962     0.192     0.000     0.231     0.192     1.000     0.000     0.000     0.000     1.000
     0.333     0.000     0.048     0.667     0.333     0.000     0.048     0.190     0.014     0.986     0.000     0.000     2.000
     0.600     0.000     0.240     0.760     0.560     0.000     0.000     0.000     0.000     1.000     0.000     0.000     2.000
     0.542     0.500     0.292     0.458     0.500     0.083     0.000     0.000     0.000     1.000     0.000     0.000     2.000
     0.833     0.792     0.292     0.250     0.792     0.000     0.000     0.000     0.000     1.000     0.000     0.000     2.000
     0.061     0.121     0.758     0.848     0.061     0.000     0.121     0.182     1.000     0.000     0.000     0.000     1.000
     0.000     0.056     0.917     0.889     0.000     0.000     0.083     0.278     1.000     0.000     0.000     0.000     1.000
     0.000     0.000     0.846     0.923     0.000     0.000     0.115     0.231     1.000     0.000     0.000     0.000     1.000
     0.000     0.630     0.870     0.074     0.000     0.500     0.130     0.000     0.000     0.000     0.000     1.000     4.000
     0.000     0.615     0.865     0.173     0.000     0.404     0.212     0.019     0.000     0.000     0.000     0.999     4.000
     0.000     0.529     0.843     0.255     0.000     0.137     0.392     0.000     0.001     0.000     0.999     0.000     3.000
     0.000     0.712     0.923     0.269     0.000     0.385     0.269     0.058     0.000     0.000     0.011     0.989     4.000
     0.000     0.698     0.792     0.151     0.000     0.679     0.000     0.000     0.000     0.000     0.000     1.000     4.000
     0.000     0.618     0.873     0.236     0.000     0.327     0.291     0.055     0.003     0.000     0.219     0.778     4.000
     0.000     0.375     0.594     0.594     0.000     0.438     0.000     0.125     0.832     0.000     0.000     0.168     1.000
     0.000     0.424     0.606     0.515     0.000     0.455     0.000     0.091     0.230     0.000     0.000     0.770     4.000
     0.000     0.250     0.250     0.750     0.000     0.250     0.000     0.281     1.000     0.000     0.000     0.000     1.000
     0.387     0.000     0.161     0.677     0.355     0.000     0.000     0.000     0.001     0.999     0.000     0.000     2.000
     0.156     0.000     0.406     0.469     0.000     0.000     0.000     0.031     1.000     0.000     0.000     0.000     1.000
     0.429     0.143     0.000     0.571     0.429     0.000     0.000     0.107     0.000     1.000     0.000     0.000     2.000
     0.355     0.194     0.613     0.129     0.194     0.000     0.129     0.097     0.314     0.686     0.000     0.000     2.000
     0.321     0.143     0.464     0.321     0.107     0.000     0.107     0.000     0.998     0.002     0.000     0.000     1.000
     0.633     0.033     0.300     0.167     0.600     0.000     0.000     0.033     0.000     1.000     0.000     0.000     2.000
     0.250     0.000     0.750     0.300     0.050     0.000     0.225     0.175     1.000     0.000     0.000     0.000     1.000
     0.325     0.000     0.600     0.450     0.150     0.000     0.050     0.475     0.995     0.005     0.000     0.000     1.000
     0.184     0.026     0.763     0.868     0.184     0.000     0.026     0.132     1.000     0.000     0.000     0.000     1.000
     0.000     0.500     0.750     0.281     0.000     0.688     0.000     0.031     0.000     0.000     0.000     1.000     4.000
     0.000     0.632     0.895     0.105     0.000     0.816     0.000     0.000     0.000     0.000     0.000     1.000     4.000
     0.000     0.892     0.919     0.000     0.000     0.892     0.000     0.000     0.000     0.000     0.000     1.000     4.000
     0.308     0.577     0.577     0.308     0.308     0.000     0.385     0.038     0.002     0.998     0.001     0.000     2.000
     0.242     0.242     0.212     0.636     0.242     0.000     0.091     0.030     0.899     0.101     0.000     0.000     1.000
     0.204     0.939     0.796     0.000     0.184     0.429     0.347     0.000     0.000     0.000     0.071     0.929     4.000
     0.000     0.641     0.949     0.000     0.000     0.590     0.103     0.000     0.000     0.000     0.000     1.000     4.000
     0.000     0.371     0.800     0.171     0.000     0.343     0.114     0.057     0.093     0.000     0.000     0.907     4.000
     0.000     0.378     0.838     0.243     0.000     0.405     0.081     0.000     0.046     0.000     0.000     0.954     4.000
     0.000     0.973     1.000     0.000     0.000     1.000     0.297     0.000     0.000     0.000     0.000     1.000     4.000
     0.000     0.730     0.892     0.000     0.000     0.730     0.000     0.135     0.000     0.000     0.000     1.000     4.000
     0.000     1.000     1.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     4.000
     0.000     0.881     0.983     0.102     0.000     0.898     0.000     0.000     0.000     0.000     0.000     1.000     4.000
     0.000     0.740     0.980     0.240     0.000     0.740     0.000     0.000     0.000     0.000     0.000     1.000     4.000
     0.000     0.694     0.898     0.367     0.000     0.735     0.000     0.000     0.000     0.000     0.000     1.000     4.000
