0.7	0	0.6	0.4	0.7	0	0	0.1	1	.	.
0	0.565217391	0.217391304	0	0	0.717391304	0	0.065217391	1	.	.
0	0.518518519	0.148148148	0.055555556	0	0.351851852	0.425925926	0.092592593	1	.	.
0	0.451612903	0.096774194	0.182795699	0	0.784946237	0	0.35483871	1	.	.
0	0.494845361	0.18556701	0	0	0.505154639	0.206185567	0.206185567	1	.	.
0	0.454545455	0.2	0	0	0.672727273	0	0.127272727	1	.	.
0	0.618181818	0.181818182	0.054545455	0	0.363636364	0.363636364	0.236363636	1	.	.
0.342105263	0.473684211	0.210526316	0.315789474	0.394736842	0	0.184210526	0.078947368	1	.	.
0.473684211	0.236842105	0.263157895	0.394736842	0.447368421	0	0	0.026315789	1	.	.
0.388888889	0.5	0.166666667	0.138888889	0.166666667	0	0.472222222	0	1	.	.
0	0.488636364	0	0.045454545	0	0	1	0.204545455	1	.	.
0	0	0.137931034	0.827586207	0	0	0.137931034	0	1	.	.
0	0	0.285714286	0.821428571	0	0	0.142857143	0	1	.	.
0	0.578947368	0	0	0	0.921052632	0	0.131578947	1	.	.
0	0.394736842	0	0	0	0.973684211	0	0.131578947	1	.	.
0	0.525	0	0	0	1	0	0.15	1	.	.
0	0.575	0	0	0	1	0	0.175	1	.	.
0	0.725	0.0125	0.0375	0	0	0.9875	0.225	1	.	.
0	0.2375	0	0.0375	0	0	0.9875	0.2	1	.	.
0	0.56	0	0.04	0	0	0.973333333	0.24	1	.	.
0	0.4875	0	0.025	0	0	0.9875	0.1	1	.	.
0	0.445945946	0	0.054054054	0	0	0.918918919	0.175675676	1	.	.
0	0.48	0	0.08	0	0.88	0	0.24	1	.	.
0	0.52	0	0.12	0	0.8	0	0.32	1	.	.
0	0.542168675	0.048192771	0.084337349	0	0	0.891566265	0.204819277	1	.	.
0	0.542168675	0.036144578	0.084337349	0	0	0.915662651	0.253012048	1	.	.
0	0.614457831	0.060240964	0.108433735	0	0	0.903614458	0.301204819	1	.	.
0	0.469879518	0.036144578	0.096385542	0	0	0.963855422	0.240963855	1	.	.
0.45	0	0.225	0.825	0.35	0	0.05	0.35	1	.	.
0.325	0	0.3	0.825	0.25	0	0	0.325	1	.	.
0.404761905	0	0.285714286	0.785714286	0.333333333	0	0.047619048	0.166666667	1	.	.
0.3	0	0.2	0.8	0.35	0	0	0.25	1	.	.
0	1	0	0	0	1	0	0.5	1	.	.
0	1	0	0	0	1	0	0.2	1	.	.
0	0.8	0	0	0	1	0	0.2	1	.	.
0	0.7	0	0	0	1	0	0.3	1	.	.
0	0.6	0	0.1	0	0.8	0	0.5	1	.	.
0	0.9	0	0	0	1	0	0.4	1	.	.
0	0.7	0	0	0	1	0	0.5	1	.	.
0	0.9	0	0	0	1	0	0.7	1	.	.
0	1	0	0	0	1	0	0.5	1	.	.
0	0.8	0	0	0	1	0	0.6	1	.	.
0	0.3	0	0	0	1	0	0.2	1	.	.
0	0.8	0	0	0	1	0	0.5	1	.	.
0	0.9	0	0	0	1	0	0.6	1	.	.
0	0.9	0	0	0	1	0	0.6	1	.	.
0	0.2	0	0	0	1	0	0.9	1	.	.
0	1	0	0	0	1	0	0.4	1	.	.
0	0.9	0	0	0	1	0	0.7	1	.	.
0	0.9	0	0	0	1	0	0.5	1	.	.
0	1	0	0	0	1	0	0.7	1	.	.
0.7	0	0.2	0.9	0.4	0	0	0.1	1	.	.
0	0	0.029	0.824	0	0	0	0.029	2	.	.
0	0	0.029	0.971	0	0	0	0.029	2	.	.
0	0	0.025	0.95	0	0	0	0.025	2	.	.
0.225	0	0.25	0.7	0.2	0	0	0	2	.	.
0.125	0	0.2	0.9	0	0	0	0	2	.	.
0.44	0.17	0.02	0.46	0.33	0.14	0	0.02	2	.	.
0.34	0.34	0.09	0.25	0.2	0.36	0	0.04	2	.	.
0.33	0.24	0.16	0.35	0.28	0.31	0	0.09	2	.	.
0.091	0	0.227	0.909	0	0	0	0	2	.	.
0.28	0	0.16	0.84	0.2	0	0	0.16	2	.	.
0.174	0.043	0.217	0.957	0.087	0	0	0.087	2	.	.
0.08	0	0.28	0.96	0.04	0	0	0.04	2	.	.
0.208	0	0.167	0.958	0.042	0	0	0	2	.	.
0.25	0	0.333	0.792	0.125	0	0	0	2	.	.
0.238	0	0.143	0.952	0.19	0	0.048	0.048	2	.	.
0.273	0	0.227	0.955	0.182	0	0	0.045	2	.	.
0.12	0.04	0.36	1	0.12	0	0	0	2	.	.
0.04	0	0.08	1	0	0	0	0	2	.	.
0.435	0.043	0.348	1	0.435	0	0.13	0.391	2	.	.
0.455	0.364	0.773	1	0.318	0	0	0.455	2	.	.
0.519	0.259	0.741	0.37	0.296	0	0.148	0.037	2	.	.
0.4	0.32	0.56	1	0.32	0	0	0.12	2	.	.
0.16	0	0.48	0.88	0.12	0	0	0.12	2	.	.
0.217	0.435	0.826	1	0.043	0	0.087	0	2	.	.
0.227	0.227	0.318	0.545	0.227	0	0	0.045	2	.	.
0.192	0.115	0.423	0.5	0.077	0	0	0.154	2	.	.
0.308	0.269	0.385	0.808	0.154	0	0.115	0.077	2	.	.
0.182	0.091	0.227	0.682	0.182	0	0.045	0.091	2	.	.
0.44	0.24	0.68	0.92	0.2	0	0.08	0.08	2	.	.
0.423	0.269	0.231	0.654	0.231	0	0.115	0.192	2	.	.
0	0	0.429	0.952	0	0	0	0.238	2	.	.
