"ID","PreScore","PostScore"
"5TX9O4BNI1",NA,NA
"V2D9WOD7KY",NA,NA
"EN1YJSM4ZE",NA,NA
"ATDQQ60QDW",NA,NA
"P7U9ST8FPY",NA,NA
"V1NYS8GS8M","10","44"
"ARND7UGNYI",NA,NA
"T0UDQTITNW",NA,NA
"P2EIIZXBB6",NA,NA
"SCSWR9QQ45","7","45"
"QE8V85WP5S","33","42"
"709WZTB0PU","32","46"
"3V3JRRAZF6","15","37"
"NR5HXAC59G","21","37"
"5ES2ZDVA7E",NA,NA
"2E44X9QYSB","22","30"
"F7TBC3T6BJ",NA,NA
"1QRP9ET354",NA,NA
"YY3SSR1LW9",NA,NA
"N9W9XZ6VRE","31","45"
"JSPGXXJED6","15","26"
"H6FN8IMD5U","44","40"
"2WTVVE53A4","44","38"
"HSIRVP87RH","29","47"
"0V7GZ70SOH",NA,"12"
"07UYR8WSOI",NA,NA
"RVYV256TGL","6","12"
"6LPXRNQCVV","22","42"
"YU5ENCP4CC","8","21"
"NFFY5IPO1L","16","43"
"DF465S2CKL",NA,NA
"R70CZ1UWIO",NA,NA
"FWI89SB3F5",NA,NA
"2B3YGZBT2X",NA,NA
"9Y1W9XW55Q","8","9"
"DI8CT9U0X2","21","47"
"EUC0LDGA45",NA,NA
"DGXX8JKK2X","26","44"
"PBWCY7A305","9","15"
"HLWUA697KG",NA,NA
"DO8X09I8HO",NA,NA
"KJ545QHZ6Q",NA,NA
"L0Q22QCPA2",NA,NA
"GVCJBIUH2A",NA,NA
"DZGT84DKIW","10","40"
"7K55LYL15I","37","46"
"2BQJ39R7BI","47","45"
"0X7NKPE40A",NA,NA
"KFS7HQM8LT","27","47"
"VNS4MWPF6S",NA,NA
"BWWLUILS89","9","9"
"K6I0NONCJ9",NA,NA
"VAMIF2A1VH","25","38"
"8CTPRGBWB8","34","47"
"4PILBPXIGF","7","9"
"04LDR7YSU2",NA,NA
"BVEFECR7TY","17","45"
"0T403JDEIR","17","42"
"NEFGW600HR",NA,NA
"WPUWR2TF78",NA,NA
"BZ5HN0K8UN",NA,NA
"2Q64OBLSG3",NA,NA
"K8JUPUIXMP","12","21"
"PGD4VV9W0H",NA,NA
"4K64EOVCC6",NA,NA
"ZXRDFFTT45","6","12"
"78J8BYP9RO","7","19"
"XJ897MFPNW","20","46"
"GZVT5IH061","45","47"
"I9J4SG8TZC",NA,NA
"IZ8HPB9O5Q","36","45"
"8X9C67ATNH","35","47"
"S6HN4K25WP","11","23"
"R2ZOCVJWIT","37","44"
"64X1VRO76R",NA,NA
"5D8Q5ZUKNL","8","39"
"BQ0XGM71GF",NA,NA
"BTA8SDDLZT",NA,NA
"IV611UXS89","44","47"
"32IAK7JEV7","40","45"
